Timestamp,TipoOperacao,PrecodeCompra,QuntComprada,PrecodeVenda,ValorTotalVendido,Lucro,ValorInestido
2026-04-16 08:53:06,COMPRA 1,85.058,0.30567,,,,25.999678860000003
